"id","created_at","updated_at","deleted_at","ware_house_image_id","size_part_width","size_part_height","size_part_depth","annotation_name","annotation_pose","annotation_truncated","annotation_difficult","bndbox_ymin","bndbox_ymax","bndbox_xmin","bndbox_xmax","product_id","camera_area_id","product_count","warehouse_id","name","camera_id"
44,,,,17,542.36,491.49,3,"220080",,0,0,1256.4679,1747.9532,1162.9447,1705.3031,168,104,1,4,"1597738371613200806-tempo-test-a-0005-3840jpg_1597738456.jpg",14
45,,,,17,542.2,565.54,3,"220041",,0,0,1167.9049,1733.4497,1792.018,2334.2228,24,105,1,4,"1597738371613200806-tempo-test-a-0005-3840jpg_1597738456.jpg",14
46,,,,17,388.76,400.97,3,"220040",,0,0,451.1173,852.0836,582.5033,971.2621,20,98,1,4,"1597738371613200806-tempo-test-a-0005-3840jpg_1597738456.jpg",14
47,,,,17,418.75,568.62,3,"220030",,0,0,302.3144,870.9302,1160.9723,1579.727,292,107,1,4,"1597738371613200806-tempo-test-a-0005-3840jpg_1597738456.jpg",14
48,,,,17,512.16,535.78,3,"220081",,0,0,309.1813,844.9606,1748.8724,2261.0283,172,108,1,4,"1597738371613200806-tempo-test-a-0005-3840jpg_1597738456.jpg",14
69,,,,18,564.14,665.35,3,"220050",,0,0,2988.5722,3653.9244,494.5737,1058.7128,56,97,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
70,,,,18,570.4,545.53,3,"220079",,0,0,3088.0006,3633.531,1143.5448,1713.9427,164,98,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
71,,,,18,600.68,614.97,3,"220052",,0,0,2998.3248,3613.2909,1735.1464,2335.8306,296,99,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
72,,,,18,553.09,529.64,3,"220078",,0,0,2160.7756,2690.4173,511.5641,1064.6555,160,100,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
73,,,,18,536.21,576.61,3,"220064",,0,0,2112.8015,2689.4163,1154.1722,1690.3773,104,101,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
74,,,,18,594.59,527.31,3,"220036",,0,0,2146.8093,2674.1197,1765.0721,2359.6654,8,102,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
75,,,,18,599.69,563.11,3,"220050",,0,0,1177.1797,1740.2896,483.4956,1083.1822,56,103,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
76,,,,18,569.59,469.93,3,"220080",,0,0,1264.326,1734.2563,1152.3707,1721.96,168,104,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
77,,,,18,550.7,585.81,3,"220041",,0,0,1162.3461,1748.1601,1778.5576,2329.2547,24,105,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
78,,,,18,436.26,529.9,3,"220030",,0,0,340.8353,870.7395,1148.8446,1585.102,292,107,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
79,,,,18,553.64,524.23,3,"220081",,0,0,301.6942,825.9276,1750.7166,2304.3542,172,108,1,4,"1597738371614200806-tempo-test-a-0006-3840jpg_1597738467.jpg",14
59,,,,19,574.09,631.34,3,"220050",,0,0,3019.268,3650.606,486.2776,1060.372,56,97,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
60,,,,19,578.17,555.63,3,"220079",,0,0,3082.5608,3638.1937,1143.5448,1721.7138,164,98,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
61,,,,19,586.4,617.49,3,"220052",,0,0,3010.9265,3628.413,1743.5476,2329.9498,296,99,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
62,,,,19,539.35,580.58,3,"220078",,0,0,2125.1966,2705.781,505.8369,1045.182,160,100,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
63,,,,19,536.21,566.51,3,"220064",,0,0,2120.5726,2687.085,1156.5035,1692.7087,104,101,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
64,,,,19,598.84,556.3,3,"220050",,0,0,1178.0303,1734.3352,474.9895,1073.8253,56,103,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
65,,,,19,560.39,504.43,3,"220080",,0,0,1236.7281,1741.1558,1158.5036,1718.8936,168,104,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
66,,,,19,548.3,583.42,3,"220041",,0,0,1160.7498,1744.1696,1781.75,2330.0528,24,105,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
67,,,,19,572.72,490.07,3,"220036",,0,0,349.5716,839.6385,483.2298,1055.9485,8,106,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
68,,,,19,518.35,551.96,3,"220081",,0,0,285.7319,837.6892,1754.0771,2272.4297,172,108,1,4,"1597738371614200806-tempo-test-a-0007-3840jpg_1597738480.jpg",14
49,,,,20,600.93,634.53,3,"220050",,0,0,3021.2879,3655.8131,470.3689,1071.3015,56,97,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
50,,,,20,635.94,575.47,3,"220079",,0,0,3056.9543,3632.4209,1736.2419,2372.1845,164,99,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
51,,,,20,573.9,537.52,3,"220078",,0,0,2145.3656,2682.8812,504.4698,1078.3654,160,100,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
52,,,,20,540.17,559.4,3,"220064",,0,0,2125.1351,2684.5378,1157.5936,1697.7668,104,101,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
53,,,,20,539.42,556.14,3,"220052",,0,0,2106.9033,2663.0459,1766.8459,2306.2691,296,102,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
54,,,,20,587.44,544.39,3,"220050",,0,0,1197.5037,1741.8937,488.9481,1076.3917,56,103,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
55,,,,20,569.95,494.93,3,"220080",,0,0,1250.4321,1745.3665,1155.1844,1725.1349,168,104,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
56,,,,20,547.59,563.75,3,"220041",,0,0,1167.0072,1730.7566,1781.2457,2328.8366,24,105,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
57,,,,20,551.21,505.2,3,"220036",,0,0,352.5191,857.7178,487.6611,1038.8724,8,106,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
58,,,,20,520.66,536.72,3,"220081",,0,0,297.8421,834.5662,1761.1566,2281.8169,172,108,1,4,"1597738371614200806-tempo-test-a-0008-3840jpg_1597738488.jpg",14
80,,,,21,566.63,636.32,3,"220050",,0,0,3009.1052,3645.4209,495.4034,1062.0312,56,97,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
81,,,,21,638.49,584.72,3,"220079",,0,0,3040.3306,3625.0526,1725.9051,2364.3946,164,99,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
82,,,,21,533.1,564.18,3,"220064",,0,0,2116.6871,2680.8681,1165.8289,1698.9255,104,101,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
83,,,,21,557.04,569.56,3,"220052",,0,0,2106.1266,2675.6844,1758.0308,2315.0709,296,102,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
84,,,,21,627.76,489.96,3,"220080",,0,0,1254.586,1744.5427,490.3006,1118.0575,168,103,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
85,,,,21,578.02,500.59,3,"220078",,0,0,1236.7281,1737.3227,1155.4371,1733.4591,160,104,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
86,,,,21,565.06,549.1,3,"220041",,0,0,1182.2988,1731.3998,1769.7784,2334.8415,24,105,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
87,,,,21,540.99,524.3,3,"220036",,0,0,340.388,864.6845,488.239,1029.2328,8,106,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
88,,,,21,531.43,570.26,3,"220050",,0,0,288.3017,858.5578,1160.265,1691.6919,56,107,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
89,,,,21,514.15,566.24,3,"220081",,0,0,267.2493,833.4887,1757.4376,2271.5896,172,108,1,4,"1597738371615200806-tempo-test-a-0009-3840jpg_1597738495.jpg",14
90,,,,22,564.14,624.7,3,"220050",,0,0,3007.6534,3632.3544,482.9591,1047.0981,56,97,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
91,,,,22,563.4,631.01,3,"220064",,0,0,3030.4945,3661.507,1123.3399,1686.7439,104,98,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
92,,,,22,659.49,546.08,3,"220079",,0,0,3082.3365,3628.413,1720.0243,2379.5167,164,99,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
93,,,,22,557.13,602.42,3,"220041",,0,0,2085.5746,2687.9915,539.0569,1096.1915,24,100,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
94,,,,22,585.2,580.51,3,"220052",,0,0,2091.2618,2671.7726,1739.2542,2324.4592,296,102,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
95,,,,22,626.91,466.14,3,"220080",,0,0,1257.9885,1724.1278,497.1055,1124.0119,168,103,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
96,,,,22,410.9,425.47,3,"220040",,0,0,1323.3547,1748.8218,1193.0009,1603.9025,20,104,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
97,,,,22,555.49,478.87,3,"220078",,0,0,1240.561,1719.4281,1777.7595,2333.2453,160,105,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
98,,,,22,566.87,546.0,3,"220036",,0,0,321.1861,867.1891,470.7068,1037.5814,8,106,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
99,,,,22,525.34,528.38,3,"220050",,0,0,329.4149,857.7964,1150.3673,1675.7034,56,107,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
100,,,,22,526.75,532.63,3,"220081",,0,0,296.6535,829.2881,1732.234,2258.9878,172,108,1,4,"1597738371615200806-tempo-test-a-0010-3840jpg_1597738504.jpg",14
101,,,,23,571.8,648.21,3,"220050",,0,0,2987.3166,3635.5218,485.3585,1057.1592,56,97,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
102,,,,23,577.17,641.81,3,"220064",,0,0,3016.1905,3658.0,1114.7179,1691.8847,104,98,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
103,,,,23,638.94,550.34,3,"220079",,0,0,3073.72,3624.0564,1733.7332,2372.6724,164,99,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
104,,,,23,560.93,566.93,3,"220041",,0,0,2107.2308,2674.1646,540.3102,1101.2383,24,100,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
105,,,,23,345.15,439.8,3,"220040",,0,0,2226.9071,2666.7082,1247.8406,1592.9864,20,101,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
106,,,,23,540.39,570.61,3,"220052",,0,0,2093.6128,2664.2202,1760.8766,2301.2685,296,102,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
107,,,,23,545.84,545.84,3,"220030",,0,0,1190.5964,1736.4402,484.0052,1029.849,292,103,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
108,,,,23,532.93,486.24,3,"220080",,0,0,1253.6168,1739.8564,1138.9023,1671.8301,168,104,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
109,,,,23,565.5,524.01,3,"220078",,0,0,1211.1247,1735.1298,1768.3399,2333.8386,160,105,2,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
110,,,,23,558.06,518.37,3,"220036",,0,0,341.9817,860.3555,472.6423,1030.7002,8,106,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
111,,,,23,515.71,540.59,3,"220050",,0,0,312.9674,853.5543,1155.5495,1671.2559,56,107,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
112,,,,23,521.63,507.91,3,"220081",,0,0,302.5394,810.4462,1740.16,2261.7941,172,108,1,4,"1597738371616200806-tempo-test-a-0011-3840jpg_1597738516.jpg",14
113,,,,24,574.05,386.86,3,"220079",,0,0,3071.283,3458.1408,1733.7332,2307.7802,164,99,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
114,,,,24,372.85,576.01,3,"220050",,0,0,3021.9622,3597.9747,1144.7306,1517.5803,56,105,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
115,,,,24,502.07,542.91,3,"220041",,0,0,2118.041,2660.9522,572.7407,1074.8134,24,100,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
116,,,,24,300.13,361.31,3,"220040",,0,0,2240.4051,2601.7115,1246.8938,1547.0205,20,108,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
117,,,,24,529.93,545.04,3,"220052",,0,0,2113.3691,2658.4095,1780.6329,2310.5656,296,102,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
118,,,,24,516.78,539.53,3,"220030",,0,0,1213.3398,1752.866,523.1746,1039.9573,292,103,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
119,,,,24,514.71,458.91,3,"220080",,0,0,1272.9752,1731.8853,1174.2031,1688.9111,168,104,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
120,,,,24,545.34,502.67,3,"220064",,0,0,1204.0115,1706.677,1787.3084,2332.653,104,105,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
121,,,,24,561.78,473.73,3,"220036",,0,0,337.0212,810.7504,523.4875,1085.2658,8,106,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
122,,,,24,499.87,559.81,3,"220050",,0,0,314.0983,873.9111,1166.8589,1666.7321,56,107,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
123,,,,24,542.85,454.25,3,"220081",,0,0,329.9938,784.2397,1760.1269,2302.9757,172,108,1,4,"1597738371616200806-tempo-test-a-0012-3840jpg_1597738527.jpg",14
124,,,,25,449.8,574.27,3,"220036",,0,0,3050.1654,3624.4308,639.3996,1089.1998,8,97,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
125,,,,25,556.39,603.72,3,"220050",,0,0,3020.8079,3624.5244,1145.8849,1702.2737,56,98,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
126,,,,25,607.74,569.06,3,"220079",,0,0,3084.9514,3654.0066,1747.4604,2355.2014,164,99,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
127,,,,25,485.26,598.16,3,"220041",,0,0,2108.4319,2706.5952,522.3452,1007.6021,24,100,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
128,,,,25,280.5,413.25,3,"220040",,0,0,2258.0741,2671.3256,1281.3163,1561.8194,20,108,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
129,,,,25,552.95,572.75,3,"220052",,0,0,2101.914,2674.6606,1774.5043,2327.4555,296,102,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
130,,,,25,539.53,492.78,3,"220030",,0,0,1210.8128,1703.5885,514.3299,1053.8561,292,103,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
131,,,,25,559.57,487.25,3,"220064",,0,0,1214.6813,1701.9349,1794.4216,2353.9926,104,105,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
132,,,,25,560.54,510.93,3,"220050",,0,0,314.6989,825.6319,513.5665,1074.1047,56,106,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
133,,,,25,629.93,426.36,3,"220080",,0,0,384.2163,810.5788,1162.3351,1792.2659,168,107,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
134,,,,25,547.84,464.23,3,"220081",,0,0,325.0021,789.2314,1765.1186,2312.9591,172,108,1,4,"1597738371617200806-tempo-test-a-0013-3840jpg_1597738538.jpg",14
147,,,,26,556.94,601.27,3,"220036",,0,0,3032.5021,3633.7768,553.1952,1110.1326,8,97,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
148,,,,26,572.65,613.61,3,"220050",,0,0,3003.433,3617.0449,1698.0497,2270.7016,56,99,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
149,,,,26,548.9,571.65,3,"220041",,0,0,2106.2481,2677.8958,543.6189,1092.5219,24,100,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
150,,,,26,318.4,408.75,3,"220040",,0,0,2246.1717,2654.9247,1258.4017,1576.8064,20,108,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
151,,,,26,560.42,572.16,3,"220052",,0,0,2095.698,2667.8576,1758.7568,2319.1798,296,102,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
152,,,,26,563.86,541.53,3,"220030",,0,0,1202.834,1744.3623,471.5172,1035.3765,292,103,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
153,,,,26,566.39,449.23,3,"220079",,0,0,1284.1501,1733.3806,1151.5385,1717.9283,164,104,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
154,,,,26,579.94,504.36,3,"220064",,0,0,1216.671,1721.0301,1765.0906,2345.0287,104,105,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
155,,,,26,590.21,576.12,3,"220064",,0,0,284.9378,861.0556,495.7295,1085.9371,104,106,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
156,,,,26,571.79,466.14,3,"220080",,0,0,395.5888,861.7301,1144.2067,1715.9971,168,107,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
157,,,,26,552.17,537.99,3,"220081",,0,0,303.0268,841.0203,1753.8446,2306.0165,172,108,1,4,"1597738371618200806-tempo-test-a-0014-3840jpg_1597738551.jpg",14
